12141,21772,19119,17712,4962,20252,10008,10038
13691,20438,27707,10631,4962,20252,10008,10038
12630,21523,27544,10929,4962,20438,10925,10038
8851,23067,22267,13859,4962,20438,10925,10038
4937,27236,12851,19128,4937,20438,10925,10038
5221,29545,10376,27512,4937,20438,10376,10038
6190,28361,12452,25507,4937,20438,10376,10038
9981,22527,17339,19196,4937,20438,10376,10038
9194,21004,22093,11942,4937,20438,10376,10038
8770,21576,24012,11088,4937,20438,10376,10038
8060,22336,21901,12819,4937,20438,10376,10038
5096,24064,14355,15387,4937,20438,10376,10038
5270,25445,10915,22185,4937,21004,10376,11088
5409,25407,12165,22520,4937,21004,10376,11088
6171,23115,14123,20236,4937,21004,10376,11088
9211,21053,19767,13150,4937,21004,10376,11088
8658,21459,24267,10973,4937,21004,10376,10973
8278,22044,22670,12346,4937,21004,10376,10973
5285,23161,16635,14826,4937,21004,10376,10973
5289,25978,11126,20202,4937,21004,10376,10973
5391,25502,11823,22825,4937,21004,10376,10973
5741,24231,13516,21084,4937,21004,10376,10973
8874,21152,17565,15191,5285,21053,11126,10973
8802,21230,24452,10930,5285,21053,11126,10930
8459,21977,23257,11710,5285,21053,11126,10930
6159,22642,19185,13881,5285,21053,11126,10930
5294,25947,11789,18042,5285,21053,11126,10930
5327,25580,11306,23154,5285,21053,11126,10930
5602,24856,13171,21743,5285,21053,11126,10930
8169,21339,15896,17379,5285,21053,11126,10930
9075,21088,23689,11545,5285,21053,11126,10930
8574,21726,23513,11381,5285,21053,11126,10930
7287,22468,20947,13148,5294,21088,11306,10930
5173,25002,12830,16351,5173,21088,11306,10930
5308,25686,11099,23393,5173,21088,11099,10930
5437,25198,12537,22224,5173,21088,11099,10930
6907,22234,14896,19349,5173,21088,11099,10930
9109,20968,21472,12302,5173,20968,11099,10930
8594,21596,24126,11031,5173,20968,11099,10930
8218,22212,22116,12568,5173,20968,11099,10930
5073,23790,14977,15220,5073,20968,11099,10930
5287,25379,10917,21684,5073,20968,10917,10930
5401,25456,12145,22663,5073,20968,10917,11031
5986,23519,13774,20544,5073,20968,10917,11031
9196,21063,19032,13663,5073,20968,10917,11031
8603,21357,24360,10936,5073,20968,10917,10936
8436,22022,22914,12024,5073,20968,10917,10936
5570,22871,17521,14416,5073,20968,10917,10936
5294,26186,11525,19615,5073,20968,10917,10936
5359,25617,11736,22814,5073,20968,10917,10936
5636,24577,13330,21322,5073,20968,10917,10936
8697,21106,17113,15793,5073,20968,10917,10936
8779,21171,24548,11149,5294,21063,11525,10936
8505,21814,23358,11682,5294,21063,11525,10936
6533,22621,19830,13648,5294,21063,11525,10936
5290,25661,12080,17517,5290,21063,11525,10936
5318,25673,11295,23281,5290,21063,11295,10936
5521,25053,12881,21810,5290,21063,11295,10936
7697,21501,15882,18045,5290,21063,11295,10936
8996,21017,23078,11682,5290,21017,11295,10936
8522,21639,23716,11234,5290,21017,11295,10936
